Y,T,prevearn,age,married,hrwage,black,hispanic,hsorged,yrs_educ,selection
16286,1,900,28,0,360,1,0,1,12,0
18646,1,67,22,0,335,0,0,1,12,0
8013,1,550,35,1,450,0,0,1,13,0
47061,1,2444.656006,28,0,650,1,0,1,12,0
21151,0,2444.656006,39,0,550,0,0,0,10,1
40770,0,2444.656006,30,0,525,0,0,1,12,0
29836,0,6200,42,0,411,0,0,1,10,0
1788,1,5200,45,0,400,0,0,0,9,0
32807,1,4866,27,0,425,0,0,1,12,0
43808,1,2444.656006,37,0,437,1,0,0,11,1
32134,1,3000,41,1,460,0,0,1,12,0
9813,1,2444.656006,27,0,345,1,0,0,8,0
16391,1,0,25,0,335,1,0,1,12,0
2955,1,0,29,0,625,1,0,1,12,0
40278,0,1500,30,0,596,0,0,1,16,0
23127,1,4386,48,0,468,1,0,1,12,0
1680,1,0,66,0,550,0,0,0,8,0
12312,0,0,25,0,462,1,0,1,12,0
24573,0,4179,27,0,600,0,0,0,11,0
51606,1,0,25,0,500,0,1,1,10,0
20092,1,6000,25,0,763,0,0,1,11,0
33933,0,2600,26,0,335,0,0,0,10,1
5085,1,2100,31,0,345,1,0,1,11,0
1251,0,2444.656006,32,0,400,0,0,1,10,0
11321,1,0,36,0,400,1,0,1,13,0
14549,1,8000,32,0,335,1,0,1,12,0
3164,1,0,66,0,405,0,0,0,9,0
13285,1,1240,43,1,425,1,0,1,10,0
0,1,0,38,0,562,1,0,1,12,0
25707,0,1400,22,1,500,0,1,1,11,0
142,0,800,24,0,400,1,0,1,12,0
20515,0,2444.656006,60,0,425,1,0,1,11,0
8994,1,2000,25,1,600,0,0,1,12,1
0,0,3000,28,1,1056,0,0,1,12,0
11142,0,4000,27,0,400,0,0,1,12,0
13816,1,3227,33,0,300,1,0,1,14,0
5114,1,2444.656006,25,1,345,0,0,0,9,1
819,1,0,23,0,350,1,0,1,9,0
1350,1,2026,22,0,335,0,0,1,12,0
15825,0,0,40,0,325,1,0,1,16,0
21798,1,2400,32,0,345,1,0,1,12,0
1692,1,0,30,0,325,0,1,1,9,0
12138,1,2100,26,0,400,1,0,1,10,1
8541,1,3033,29,0,350,1,0,1,12,0
0,0,6984,27,0,420,0,0,1,12,0
30095,1,6000,29,0,357,0,0,0,9,0
11282,1,8000,46,0,486,0,0,1,12,0
0,1,2444.656006,44,1,400,0,0,1,10,0
16763,1,4278,23,0,350,1,0,1,9,0
750,0,902,37,0,400,1,0,1,10,0
0,1,0,26,0,335,0,0,1,12,0
5776,0,2444.656006,25,0,650,1,0,1,8,0
31235,0,2000,27,0,700,0,1,1,14,0
44721,1,2444.656006,27,0,450,0,0,1,12,0
4619,0,5,31,1,1825,1,0,1,11,0
21006,0,8000,22,0,480,0,0,1,12,0
18384,0,0,39,1,375,0,0,1,10,0
21444,0,5500,22,0,375,0,0,1,12,0
44154,1,9600,25,1,786,0,0,1,12,0
0,0,0,22,1,310,1,0,1,12,0
2652,1,2300,23,0,415,1,0,1,14,0
20981,1,2444.656006,44,0,400,0,0,1,14,0
43325,0,2444.656006,29,0,201,0,0,1,12,1
837,0,2444.656006,26,0,345,0,0,1,9,0
36287,0,8000,41,1,585,0,0,1,12,0
15859,1,2444.656006,27,0,345,0,0,1,10,1
0,0,0,30,0,335,0,0,1,12,0
5018,0,8220,33,0,590,0,1,1,11,0
4854,1,0,32,0,390,0,1,1,12,0
51,1,140,54,0,500,0,0,0,10,0
60,1,0,26,0,335,1,0,0,10,0
0,1,0,41,0,465,0,0,0,8,0
8674,0,2900,23,0,400,0,0,1,12,1
45317,1,5000,26,0,350,0,0,1,12,1
23670,0,0,33,1,500,0,0,1,11,0
2610,1,0,36,1,850,0,0,1,12,1
1077,1,2444.656006,26,1,335,0,0,1,12,0
2601,0,2000,33,1,540,0,0,0,8,1
5762,0,10000,43,1,462,0,0,1,14,0
18,0,0,37,0,350,0,0,1,12,0
1632,1,0,52,1,550,0,0,1,12,1
5487,1,3910,27,0,335,0,0,1,9,0
486,1,0,29,0,350,1,0,0,11,0
0,1,0,37,1,400,0,0,0,8,0
17364,1,4200,25,0,400,0,0,1,12,0
21255,0,0,30,0,500,0,0,0,11,1
34191,0,11000,35,0,500,0,0,1,12,0
132,1,0,38,0,500,0,0,0,9,0
3567,0,2444.656006,22,0,565,1,0,0,10,0
14078,1,0,22,0,345,1,0,0,10,0
555,1,57,44,0,400,1,0,0,10,1
0,0,2444.656006,36,1,220,0,0,1,12,0
19900,1,6080,40,0,400,0,0,0,11,0
22510,1,684,37,0,350,0,1,1,12,0
12050,1,3216,25,0,335,0,0,1,10,0
0,1,2444.656006,38,0,345,0,1,1,11,0
18228,1,10019,50,0,548,1,0,0,9,0
18303,1,4675,44,0,720,0,0,1,12,0
19837,1,4087,27,0,450,0,0,0,8,0
16074,1,3162,35,0,425,0,0,0,12,0
3315,0,3949,30,0,450,0,0,0,9,0
11276,0,1000,37,0,410,0,0,1,9,0
0,1,0,56,0,543,0,0,1,9,0
552,0,0,39,0,752,1,0,1,12,0
15288,1,3600,25,0,400,0,0,0,12,0
2250,0,0,42,0,556,1,0,1,14,0
14668,1,8240,55,0,520,0,0,0,8,0
0,1,0,30,0,335,0,1,1,12,0
0,1,0,27,1,465,1,0,1,11,0
0,0,1306,32,0,335,0,0,1,10,0
30485,0,0,27,0,400,1,0,1,13,0
14010,1,0,31,1,355,0,1,1,12,0
20880,0,400,27,0,500,0,0,0,10,0
2697,1,0,33,1,652,0,0,1,12,0
782,0,0,43,0,450,0,0,0,7,0
1212,0,3200,39,0,500,0,0,0,10,1
2768,1,0,27,0,250,0,0,1,8,1
0,1,16000,44,0,699,0,0,0,9,0
7513,0,6000,28,0,450,0,0,1,15,0
23682,1,8000,36,1,335,0,0,0,9,1
7395,0,6000,31,0,201,0,0,1,10,0
1477,1,3696,40,0,385,0,0,1,12,0
14228,1,6000,23,1,425,0,0,1,13,0
0,1,32,35,0,400,0,1,0,7,0
33494,1,2921,39,0,345,1,0,1,13,0
357,1,500,42,0,450,0,0,0,11,0
19257,0,3837,43,0,380,0,0,1,11,0
24471,1,5200,29,0,500,0,0,1,13,0
6454,0,8000,32,0,350,0,0,1,12,0
0,0,0,26,0,365,1,0,0,12,0
2723,1,2444.656006,34,0,300,1,0,1,12,0
17502,0,10000,28,0,500,0,0,1,12,0
7418,1,206,25,0,206,1,0,0,9,0
34668,1,5284,52,0,375,0,0,1,12,0
8848,1,2444.656006,23,0,565,0,0,0,8,1
43977,1,3000,35,0,375,0,1,1,12,0
705,1,863,53,0,400,0,0,1,12,0
2972,0,2444.656006,40,1,475,0,0,1,13,0
3180,1,0,24,0,435,0,0,0,7,1
1891,1,532,55,1,483,0,0,0,9,1
64095,1,7726,35,0,365,0,0,1,12,0
30872,1,6700,29,0,335,1,0,0,8,0
21898,1,4355,36,0,335,0,0,1,12,0
0,0,0,42,0,462,0,1,1,10,0
4200,0,2000,35,0,350,1,0,1,12,0
441,1,2000,23,0,335,0,0,1,12,1
1203,1,0,42,0,360,0,0,1,12,0
10632,0,3040,30,0,400,0,0,1,12,0
98153,0,3120,29,0,475,0,0,1,13,0
5064,1,4000,37,0,425,0,0,1,12,0
30363,1,4370,53,1,475,0,0,0,9,1
18776,1,3000,49,0,403,0,0,1,9,0
0,0,2444.656006,22,0,525,1,0,1,12,0
15890,1,2444.656006,30,0,335,0,0,1,12,0
555,0,2444.656006,43,0,500,0,0,1,12,0
7185,0,2702,23,1,335,0,0,1,12,0
5142,1,7000,30,0,425,1,0,1,12,0
0,0,0,35,0,340,0,0,1,12,0
3771,0,0,30,0,160,0,0,0,7,0
40223,1,2444.656006,23,0,250,0,0,1,12,1
42333,1,4592,27,0,410,1,0,1,12,0
17508,1,0,34,1,500,0,0,1,12,0
26766,1,3500,41,0,500,0,1,1,15,0
0,1,0,23,0,350,0,1,1,12,0
18767,0,150,24,0,500,0,1,1,8,0
0,0,0,74,0,600,0,0,0,8,0
4854,0,8137,56,0,355,0,0,0,9,0
0,1,5528,30,1,500,0,0,1,12,0
1104,1,530,24,0,340,1,0,1,14,0
6271,1,170,22,0,400,0,0,0,11,1
26340,1,6414,41,0,550,0,1,1,10,0
23756,0,2444.656006,26,0,416,1,0,1,12,0
12562,1,0,26,0,300,1,0,1,11,0
9212,0,2444.656006,25,0,622,1,0,0,9,1
19345,1,0,27,0,360,1,0,1,12,0
14362,1,1000,27,1,335,0,0,1,12,0
31618,0,12000,31,1,610,0,0,0,9,0
6355,1,0,30,0,465,0,1,0,8,0
7126,0,0,29,0,350,0,1,1,12,0
14587,1,1900,25,0,450,0,0,1,10,0
5281,1,0,27,0,350,1,0,1,12,0
15113,1,1820,30,1,385,0,0,0,10,1
13056,1,3000,22,0,543,1,0,1,14,0
0,1,5000,33,0,450,0,1,1,12,0
24629,1,6265,35,0,385,0,0,1,13,0
4501,1,2444.656006,24,0,350,0,0,1,9,0
11160,0,0,59,0,206,0,0,1,12,0
708,1,0,27,0,201,0,1,0,10,0
39906,1,2444.656006,50,0,725,0,0,1,17,0
8792,1,2444.656006,34,0,550,0,0,0,9,0
0,1,0,44,0,1500,0,1,1,12,0
29605,1,2444.656006,33,0,740,0,0,1,14,1
4350,1,0,30,0,300,0,0,1,12,0
12171,1,1138,51,0,385,0,0,1,13,0
20523,1,2100,28,0,425,1,0,0,11,0
3790,1,0,39,0,500,1,0,1,10,1
42640,1,0,22,0,996,1,0,1,12,0
9570,1,2444.656006,22,0,335,0,0,1,13,0
1578,0,0,31,0,650,0,1,1,12,0
19146,1,2444.656006,33,0,335,0,1,1,8,0
6559,0,2000,30,0,350,1,0,1,12,0
21264,1,0,39,0,32,0,0,0,17,0
10507,0,0,25,0,428,0,0,1,12,0
28764,1,1500,33,0,100,0,0,0,10,0
8932,0,2444.656006,30,0,350,1,0,1,10,0
6734,1,2444.656006,22,1,400,0,0,1,12,0
7626,0,13000,24,0,600,0,0,1,11,0
3936,1,2444.656006,27,0,425,0,1,0,10,0
8722,1,5000,56,0,104,0,0,0,9,0
19500,0,5800,35,0,535,0,0,1,12,0
12489,0,0,24,0,700,0,0,1,10,0
15550,1,850,35,1,298,0,0,1,9,0
10306,0,4200,47,0,400,0,0,1,12,0
201,0,0,26,0,539,0,0,1,11,0
18165,0,2444.656006,34,0,350,0,1,0,8,0
14926,0,2444.656006,22,0,385,0,0,1,12,1
17262,1,1200,41,1,500,0,0,1,12,0
25835,0,6800,23,1,455,0,0,1,10,0
15430,0,2444.656006,56,0,425,1,0,1,12,0
31002,1,6000,36,1,571,0,0,1,7,1
27007,0,4500,37,0,200,0,0,1,12,0
3597,1,1400,54,0,325,0,0,0,11,0
27318,1,1988,58,1,355,0,0,1,12,0
183,0,310,40,1,400,0,0,1,11,0
21564,1,360,34,1,450,0,1,0,11,0
13476,1,16000,60,0,835,1,0,0,11,0
1784,1,2444.656006,46,1,335,1,0,0,9,0
0,0,2444.656006,39,0,437,0,0,1,12,1
26589,1,1500,25,0,500,1,0,0,13,0
2075,0,4400,23,0,350,0,1,1,12,0
40275,1,2844,35,0,450,0,0,1,12,0
0,1,2444.656006,42,1,350,0,0,1,12,1
0,1,19000,28,0,649,0,0,1,12,0
31257,1,2444.656006,42,1,375,0,0,1,12,0
35415,0,6894,47,0,355,0,0,1,12,0
27465,1,8000,37,0,700,0,0,1,14,0
20241,0,4823,47,0,520,0,0,1,13,0
9566,1,0,32,0,725,0,0,1,8,0
13737,0,2300,23,1,335,0,0,1,12,0
440,0,0,48,0,325,0,0,1,12,0
1467,0,300,29,0,500,1,0,1,12,0
26967,0,2000,24,0,400,0,0,1,12,0
2004,1,0,63,0,475,0,0,1,12,0
8075,0,2820,34,0,600,0,0,0,7,1
17838,1,0,25,0,345,0,0,1,10,0
13938,0,2444.656006,39,0,335,1,0,1,9,0
49904,0,2444.656006,37,0,652,0,0,1,12,1
3225,0,2000,40,0,200,0,0,1,14,0
4461,0,318,25,0,420,1,0,1,12,1
17141,1,2444.656006,22,0,335,0,1,0,9,0
11406,0,2128,36,0,760,1,0,1,12,0
12814,1,2444.656006,26,0,300,1,0,1,13,0
2628,0,5000,29,0,399,0,0,1,11,1
72,1,0,39,0,633,0,0,1,11,1
16770,1,5690,67,0,440,0,0,1,12,0
45,0,0,30,0,380,0,1,1,12,0
21740,1,5962,41,1,375,0,0,1,12,0
8007,1,3600,56,1,1000,0,0,1,16,0
21947,1,0,30,1,500,0,0,1,12,0
0,0,4800,26,0,600,0,1,0,11,0
4940,0,2444.656006,35,0,521,0,0,0,8,1
0,1,0,33,0,375,0,0,0,11,0
0,1,0,55,0,425,0,0,1,8,0
0,1,0,49,0,850,0,0,1,14,0
0,0,0,27,0,200,1,0,1,14,0
21422,1,0,30,0,360,1,0,1,11,0
165,1,0,34,0,480,1,0,1,12,0
390,1,0,23,0,300,0,0,1,11,0
16215,1,0,34,0,500,0,1,0,7,0
1348,0,8481,61,0,400,0,0,1,10,0
13920,1,8936,34,0,700,1,0,1,12,0
9582,1,5000,31,0,375,0,0,0,10,0
11976,1,2444.656006,28,0,335,0,0,1,12,0
12039,1,6876,28,0,508,0,0,1,11,0
33279,0,4289,34,0,450,0,0,1,12,0
39816,1,0,46,0,335,1,0,1,15,0
80,1,0,23,0,485,0,0,0,9,0
469,0,3,28,0,210,0,0,0,9,0
2109,1,2444.656006,23,0,500,0,0,0,10,1
71,0,5720,37,0,585,0,0,1,12,0
10508,1,0,38,0,375,0,1,1,12,0
2361,1,6400,31,0,355,0,0,1,11,0
23431,1,0,40,1,345,0,0,1,12,0
423,1,0,42,1,467,0,0,1,12,0
22734,1,3198,25,0,410,1,0,1,12,0
0,1,2444.656006,60,0,100,1,0,1,12,0
5964,1,1900,26,0,400,1,0,1,12,0
681,1,0,24,0,335,0,0,0,10,0
19091,1,3630,42,0,500,0,0,1,12,0
4019,0,140,39,0,335,0,0,0,11,0
14310,1,0,48,0,500,0,0,1,13,0
12653,0,0,60,1,450,0,0,1,13,0
2370,1,10000,27,0,650,0,0,0,11,1
8258,1,1200,24,0,640,0,0,1,12,1
803,1,3500,31,0,400,0,0,0,7,0
14536,0,4840,32,0,440,1,0,0,10,0
33,0,0,22,0,335,1,0,1,12,0
0,1,2349,45,0,435,1,0,0,8,0
7278,1,0,31,0,1250,0,0,0,8,1
21913,1,3000,25,0,400,1,0,1,12,0
0,1,4680,33,0,560,0,0,1,10,1
5152,0,200,23,0,525,0,0,0,8,1
21786,1,2444.656006,43,0,531,1,0,0,9,0
5652,1,0,26,1,1250,0,0,0,8,1
0,1,800,39,1,490,1,0,1,12,0
12062,1,3000,26,1,433,0,0,1,13,0
22560,1,825,33,0,360,0,0,1,11,0
9325,1,57,44,1,538,0,0,1,12,0
29208,1,1500,31,0,465,0,1,1,13,0
35656,0,3118,32,1,400,0,0,1,10,0
0,0,2444.656006,23,0,420,0,1,0,9,0
15813,0,0,29,1,500,0,1,0,9,0
1799,1,3500,26,0,365,1,0,1,14,0
0,1,0,30,0,920,0,0,1,12,0
11034,0,2444.656006,26,0,365,0,0,0,9,1
8616,1,2444.656006,42,0,553,0,0,1,11,1
27432,0,250,31,0,200,0,0,1,15,0
36735,1,9000,29,1,400,0,0,1,13,0
1128,1,2444.656006,41,1,438,0,0,1,12,0
2896,1,1800,30,0,335,1,0,1,14,0
8076,1,2400,26,0,600,0,0,1,11,0
24393,1,6000,30,0,414,1,0,1,9,0
3150,0,1200,22,0,335,0,0,0,8,0
18663,1,700,24,0,385,0,0,0,9,0
13804,1,2000,42,0,465,0,0,0,9,0
41028,1,2808,28,0,585,1,0,1,12,0
16791,0,0,31,0,400,1,0,1,12,0
3405,0,0,23,0,400,1,0,0,10,0
6065,1,5545,25,0,438,0,0,1,9,0
9321,1,0,38,0,500,0,0,0,8,1
10830,0,5000,30,0,201,0,0,1,14,0
0,1,2444.656006,24,0,335,0,0,1,11,0
12944,1,4041,24,0,450,0,0,1,16,0
1452,0,2444.656006,30,0,350,1,0,0,11,0
3397,0,350,32,0,365,0,0,0,11,0
42555,1,1150,39,0,400,0,0,1,12,1
3622,1,3000,34,0,500,0,1,1,14,0
0,1,0,42,0,180,0,1,1,12,0
18189,0,2444.656006,34,0,700,0,0,1,12,0
21048,1,2444.656006,31,0,395,1,0,1,13,0
60528,1,10800,40,0,1250,0,0,1,13,0
25448,1,2444.656006,27,0,425,0,0,1,12,0
9409,1,0,24,0,525,0,0,0,8,0
24813,1,6000,24,0,425,0,0,1,12,0
13923,1,2444.656006,34,0,365,0,0,1,13,0
0,0,0,26,1,425,0,0,0,9,1
3775,0,3240,31,0,500,0,0,1,12,0
0,0,2040,29,0,425,1,0,0,11,0
15169,1,0,32,0,417,0,0,1,9,0
32472,1,7841,28,1,500,0,0,1,12,0
12297,1,2444.656006,46,1,400,0,0,1,9,1
12596,1,0,23,0,340,1,0,0,11,0
3369,1,0,35,0,400,1,0,0,7,0
0,1,0,47,0,500,0,0,1,12,0
577,1,0,33,0,475,0,0,1,12,0
1035,1,0,26,0,400,0,0,0,10,0
22515,1,0,24,0,370,1,0,1,12,0
5733,1,150,22,0,375,0,1,0,12,0
20637,1,1250,38,1,144,0,0,1,13,0
8166,1,1306,34,0,350,1,0,1,14,0
34060,1,4835,25,0,405,0,0,1,16,0
65781,1,1200,30,0,350,0,0,1,9,0
9046,1,2444.656006,30,0,360,1,0,1,12,0
2898,0,0,35,0,400,1,0,1,12,0
3308,1,0,39,0,471,0,0,0,14,0
5685,1,6590,46,0,250,1,0,1,15,0
4329,1,5840,28,0,365,1,0,0,11,0
9776,0,300,22,0,360,0,0,0,11,0
885,0,2444.656006,32,1,345,0,1,1,10,0
4124,1,3000,31,0,769,0,0,0,10,1
32254,1,2444.656006,42,0,335,0,0,1,14,0
0,1,0,26,0,335,0,0,1,12,0
19651,0,2444.656006,46,1,335,0,0,1,12,0
29778,0,107,53,0,335,0,0,1,12,0
147,1,4760,36,0,850,0,0,0,9,0
25836,0,8000,33,0,575,0,0,1,10,0
14798,0,6000,44,0,420,1,0,1,11,0
1533,1,3456,28,0,480,0,0,1,17,0
11045,0,2444.656006,46,0,335,0,0,1,12,0
11539,1,5300,38,0,972,1,0,1,13,0
8678,1,2500,22,1,350,0,0,1,13,0
5627,1,8000,23,1,395,0,0,1,12,0
3138,0,2444.656006,30,0,250,1,0,1,14,0
2973,1,0,36,0,550,1,0,0,11,0
20190,1,2444.656006,23,0,350,0,0,1,11,0
0,0,0,24,0,437,0,0,1,12,0
18197,1,6661,36,1,408,0,0,0,9,1
7068,1,110,23,1,300,0,0,1,12,0
14252,1,0,43,0,835,0,1,1,12,0
858,1,369,50,0,600,0,0,1,12,0
23775,1,0,28,1,996,0,0,1,8,0
1639,1,621,25,1,345,0,0,0,10,0
37157,1,0,35,0,340,1,0,0,11,0
17646,1,6540,26,0,360,0,0,1,12,0
0,1,2444.656006,26,1,100,1,0,1,12,0
0,1,2444.656006,25,0,501,0,0,1,13,0
0,0,1500,27,1,300,0,1,0,11,0
21660,1,2444.656006,30,1,335,0,0,1,12,0
25,0,2444.656006,42,0,525,1,0,1,14,0
23019,1,5976,32,0,450,0,0,1,12,0
47606,0,4500,42,0,412,0,0,1,8,1
3844,0,0,45,0,500,1,0,0,8,0
21096,1,0,25,0,210,0,0,0,9,0
3510,1,0,44,0,500,0,0,1,12,0
9105,1,3000,36,0,350,0,0,1,8,0
5143,1,0,42,1,1855,0,0,1,12,0
0,1,2444.656006,22,0,285,0,0,1,12,0
1429,0,620,31,0,500,1,0,1,12,0
7474,1,12800,34,0,700,1,0,1,12,0
52660,1,1100,28,0,550,0,0,1,12,1
11415,0,16000,33,0,921,0,0,1,12,0
0,1,2444.656006,51,1,538,0,0,1,12,0
17406,0,2444.656006,37,0,555,1,0,1,11,0
27328,0,650,23,1,385,0,0,1,12,0
26421,1,0,25,0,201,0,0,1,12,0
20541,1,10500,32,0,800,0,0,1,12,0
20997,0,3257,31,0,500,0,0,1,11,0
0,0,0,29,0,400,1,0,1,12,0
17304,1,4000,45,0,360,0,0,1,12,1
5687,1,0,23,0,400,0,0,0,9,1
22863,1,480,39,1,750,0,0,1,13,0
24827,1,0,38,1,385,0,0,1,12,0
18325,0,250,26,0,640,1,0,1,12,0
3317,1,0,29,1,450,0,0,1,12,0
7086,0,0,35,0,400,1,0,0,11,0
15366,1,0,24,0,828,1,0,0,9,0
6813,1,500,22,1,435,0,0,0,12,1
0,1,2444.656006,39,0,653,0,0,0,10,0
0,0,0,29,1,400,0,0,1,12,0
52493,1,5000,30,1,600,0,0,1,12,0
0,1,0,42,0,375,0,0,1,12,0
5709,1,0,35,0,400,0,0,1,12,0
108,1,0,27,1,525,1,0,1,12,0
1371,0,2400,32,0,286,0,0,1,10,0
6102,0,0,25,0,438,0,0,1,12,0
25262,1,117,57,0,510,0,0,0,11,0
10029,1,0,25,0,539,0,0,1,8,0
490,1,167,42,0,400,0,0,1,12,0
0,1,2444.656006,74,0,405,0,0,1,16,0
0,1,960,40,0,400,0,0,0,8,1
19195,1,5200,30,0,500,0,0,1,13,0
33351,1,6000,30,0,500,0,0,1,12,1
606,1,0,38,0,365,0,1,0,7,0
26630,0,3146,22,0,415,0,1,0,11,0
47415,0,14000,41,0,890,1,0,1,15,0
0,1,0,31,0,500,0,0,1,12,0
12024,1,1468,33,0,425,0,0,1,12,0
0,1,2444.656006,30,0,335,1,0,1,12,1
36669,1,298,37,0,425,1,0,1,12,0
5462,0,40,60,1,400,0,0,1,12,0
0,0,0,26,0,235,1,0,1,12,0
41059,0,11232,40,0,625,0,0,1,12,0
26667,1,6120,48,1,425,0,0,1,12,0
29935,1,2444.656006,25,0,450,1,0,0,8,0
22579,1,274,27,1,550,0,0,0,9,0
344,1,2189,35,0,335,0,0,0,9,0
12573,0,0,29,0,570,0,0,1,14,0
553,1,0,60,1,800,0,0,1,12,0
2730,1,1967,31,0,335,0,0,1,10,0
7172,0,143,27,0,375,0,0,1,12,0
14380,1,0,63,0,405,0,0,1,12,0
3916,1,5000,26,0,335,0,0,1,11,1
11061,0,5000,38,1,400,0,0,1,16,0
10471,0,240,22,1,335,0,0,1,12,0
6186,0,3100,24,0,385,0,0,1,12,1
28621,1,5500,34,0,400,0,0,1,12,0
6195,1,2444.656006,37,0,300,0,1,0,11,0
17085,0,200,43,0,400,1,0,1,12,0
37898,0,2444.656006,28,0,550,0,0,0,9,1
27834,1,0,36,1,545,0,1,1,12,0
0,1,960,60,1,400,0,0,1,12,0
0,1,1500,42,0,475,0,0,1,9,0
0,1,4856,49,1,482,0,0,1,10,1
1464,1,2444.656006,23,0,400,1,0,1,14,0
2754,0,5000,41,0,335,1,0,1,12,0
2341,0,1000,27,0,350,0,0,1,12,0
5748,0,98,23,0,601,0,0,1,12,0
18219,1,0,26,1,600,0,0,1,14,0
13098,1,672,36,0,350,0,0,1,12,0
9569,1,9000,24,0,575,1,0,1,12,0
18612,1,12000,34,0,800,0,0,1,15,0
8389,0,450,30,0,350,0,0,0,8,0
13942,1,2444.656006,29,0,700,0,0,1,12,0
3519,1,2444.656006,29,1,592,0,1,1,15,0
29762,1,6000,28,1,400,0,0,1,11,1
462,1,0,24,0,160,0,0,0,11,1
16722,1,434,67,0,440,0,0,0,9,0
3573,0,0,31,0,450,0,1,0,8,0
16336,0,3500,26,0,201,0,0,1,12,0
17184,0,5000,32,0,450,0,0,1,12,0
30171,0,4000,27,0,365,0,0,0,10,0
19045,1,1960,43,0,490,1,0,1,12,0
30675,0,2444.656006,45,0,601,1,0,1,11,0
23064,0,4200,23,0,340,0,0,1,12,0
7992,0,2444.656006,31,0,335,1,0,1,12,0
180,1,320,30,0,400,0,0,1,12,0
20661,1,1043,37,1,600,0,0,1,16,0
0,1,0,24,0,325,0,0,1,12,0
14727,1,71,22,0,355,0,0,1,11,0
318,0,0,46,0,335,0,0,1,17,0
555,1,387,27,1,335,0,0,1,12,0
39684,0,1200,26,1,748,0,0,1,12,0
657,1,4000,33,0,549,1,0,1,12,0
3358,1,5882,41,1,450,0,0,1,12,0
29962,1,7000,36,0,500,0,0,1,12,0
2186,0,1000,31,1,360,0,0,0,9,0
6994,1,0,24,0,385,1,0,1,12,1
4515,1,2000,54,1,400,0,0,1,11,1
1492,1,2444.656006,41,0,365,0,0,0,9,1
28311,0,4100,30,1,201,0,0,1,11,1
0,0,5200,36,0,425,0,0,1,16,0
12450,1,5835,23,0,521,1,0,1,12,0
318,1,1600,25,0,425,0,0,1,12,0
9,0,0,33,1,365,0,0,0,11,0
1188,0,45,22,0,225,0,1,1,12,0
3057,1,2444.656006,22,0,335,0,0,1,12,0
0,1,358,23,1,350,0,0,1,12,0
26391,1,17000,27,0,650,0,0,1,12,0
10515,1,3150,33,0,335,0,0,1,12,0
15542,0,2800,35,1,875,0,0,1,12,0
51180,1,2444.656006,40,0,1350,1,0,1,12,1
4713,1,200,27,0,400,0,0,1,11,0
4285,1,1400,24,0,335,0,0,1,12,0
23761,1,1945,23,0,608,0,0,1,12,0
3605,1,6800,38,0,700,0,0,1,12,0
0,1,0,34,0,400,0,0,1,12,0
25923,0,5000,53,1,400,0,0,0,9,0
0,1,9000,34,1,400,0,0,0,9,0
0,1,800,42,0,350,0,0,0,9,0
18988,1,2444.656006,34,0,335,0,1,1,15,0
743,1,0,41,0,335,0,0,1,12,0
17118,0,2444.656006,23,0,438,0,0,0,11,0
1857,1,422,31,1,380,0,1,1,12,0
9444,1,2444.656006,33,0,516,0,0,1,9,0
21027,1,0,32,0,495,0,0,0,11,1
30558,1,0,41,0,400,1,0,1,12,0
0,1,0,40,0,500,0,0,1,12,0
0,1,3600,22,0,105,0,0,1,12,0
0,1,2444.656006,27,1,675,0,0,1,9,0
1679,1,0,32,1,335,0,1,1,8,0
8388,1,200,26,0,340,1,0,1,12,0
25505,1,2000,39,0,452,0,0,1,13,0
3365,0,1800,32,0,377,0,0,1,11,0
31338,0,6116,31,1,550,0,0,1,12,0
0,0,500,35,0,100,0,0,1,11,0
17986,1,106,22,0,350,0,0,1,12,0
5478,1,3000,33,0,375,0,0,1,12,1
15207,0,2500,38,1,417,0,0,1,9,0
13833,0,600,37,0,400,1,0,1,13,0
12004,1,270,30,1,400,1,0,1,8,1
6439,0,0,27,1,632,0,0,0,8,1
17248,1,0,68,1,473,0,0,1,12,0
13898,1,8470,38,0,460,1,0,1,13,0
0,1,0,28,0,612,1,0,1,12,0
2463,0,600,29,0,500,0,0,0,9,1
17448,0,0,36,0,300,0,0,1,12,0
0,1,0,33,0,350,0,0,0,9,0
39540,1,5000,33,1,606,0,0,1,12,0
20910,1,0,23,0,201,0,0,1,11,0
27312,1,8854,33,0,475,1,0,1,9,0
5824,1,3500,43,0,445,0,1,0,11,0
53136,1,1500,26,0,500,0,0,0,10,0
17726,1,0,43,0,1154,0,0,1,12,1
933,1,0,38,0,1250,1,0,1,8,0
7077,1,234,37,0,425,1,0,1,10,0
6668,0,7000,34,0,500,0,0,1,12,0
4370,1,2000,32,0,335,1,0,0,8,0
8116,1,900,22,1,400,0,0,1,11,0
3758,0,0,29,0,335,0,0,1,12,0
1705,0,3200,31,0,201,0,0,0,10,0
10753,1,2444.656006,38,0,303,0,0,0,9,0
8289,1,2400,57,0,335,0,0,1,9,0
12478,1,190,22,0,335,1,0,0,10,0
8526,0,2444.656006,38,0,335,1,0,1,12,0
0,1,2400,29,0,335,1,0,1,12,0
0,0,3309,27,0,375,0,0,1,13,0
17220,0,7000,45,0,425,0,0,0,9,1
0,0,360,44,0,450,0,1,1,12,0
16674,1,7269,44,0,500,0,0,0,8,0
0,1,2444.656006,30,0,325,0,0,1,12,0
28023,0,2444.656006,47,0,450,0,0,1,14,0
6,1,10080,42,0,595,0,0,1,12,0
2588,0,800,24,1,450,0,0,1,9,0
